Scholarship URL,Scholarship Title,Provided By,Amount,Deadline,Description
http://www.fastweb.com/college-scholarships/scholarships/41277-diversity-advancement-program-scholarship,Diversity Advancement Program Scholarship,"Rutgers University, Edward J. Bloustein School","$15,000",Varies,"The Diversity Advancement Program Scholarship is open to graduate students at Rutgers University, Edward J. Bloustein School of Planning and Public Policy who are from underrepresented populations."
http://www.fastweb.com/college-scholarships/scholarships/94890-ralph-johnson-bunche-distinguished-graduate-scholarship,Ralph Johnson Bunche Distinguished Graduate Scholarship,"Rutgers University, Newark, School of Law","$15,000",Varies,"The Ralph Johnson Bunche Distinguished Graduate Scholarship is available to full-time entering students at Rutgers University, School of Law, Newark.  You must have a substantial educational background or demonstrate a cultural disadvantage to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/49357-george-washington-carver-scholarship,George Washington Carver Scholarship,Simpson College,"$15,000",Varies,The George Washington Carver Scholarship is open to entering freshmen and transfer students at Simpson College who have distinctive and broadly diverse backgrounds.
http://www.fastweb.com/college-scholarships/scholarships/37840-multicultural-advancement-award-of-distinction-scholarship-cmu,Multicultural Advancement Award of Distinction Scholarship - CMU,Central Michigan University,"$10,500",Varies,The Multicultural Advancement Award of Distinction Scholarship is open to deserving entering freshmen at Central Michigan University.  You must be a minority student to be eligible for this renewable award.
http://www.fastweb.com/college-scholarships/scholarships/159639-alois-bulawa-scholarship,Alois Bulawa Scholarship,"University of Wisconsin, Milwaukee - Lubar School of Business","$10,500",Varies,"The Alois Bulawa Scholarship is available to Hispanic junior and senior students at the University of Wisconsin, Milwaukee.  You must be majoring in business to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/161736-diversity-scholarship,Diversity Scholarship,Adler School of Professional Psychology,"$10,000",Varies,"The Diversity Scholarship is available to entering students at the Adler School of Professional Psychology.  You must demonstrate a commitment to diversity as it relates to your interest in psychology in order to qualify for this award.  Priority is given to applicants who belong to ethnic, racial, religious, cultural, and sexual identity groups that have traditionally been underrepresented populations in the field of psychology."
http://www.fastweb.com/college-scholarships/scholarships/166416-richard-mintz-summer-associate-diversity-scholarship,Richard Mintz Summer Associate Diversity Scholarship,"Mintz Levin, PC","$10,000","July 17, 2015","The Richard Mintz Summer Associate Diversity Scholarship is available to second-year law students at an accredited law school.  You must come from a diverse background and have demonstrated academic excellence, community involvement and a commitment to diversity to qualify for this award.  Additionally, you must submit a maximum 500 word essay describing a prior work, academic or volunteer experience where your life viewpoint or perspective on a task or problem enhanced the process and result related to that issue."
http://www.fastweb.com/college-scholarships/scholarships/93518-presidential-diversity-scholarship,Presidential Diversity Scholarship,St. Lawrence University,"$32,000","February 01, 2016","The Presidential Diversity Scholarship is available to first - year and transfer students at Saint Lawrence University.  You must demonstrate commitment to, and appreciation for, racial and ethnic diversity to be considered for this award."
http://www.fastweb.com/college-scholarships/scholarships/49002-broadwell-chinn-award,Broadwell Chinn Award,Wittenberg University,"$16,000","December 01, 2015",The Broadwell Chinn Award is available to minority students entering Wittenberg University.  You must have a minimum 3.25 GPA to be eligible for this award.
http://www.fastweb.com/college-scholarships/scholarships/81002-f-armstrong-scholarship-cornell-college,F. Armstrong Scholarship - Cornell College,Cornell College,"$16,000",Varies,The F. Armstrong Scholarship is open to entering freshmen at Cornell College who contribute to campus diversity.
http://www.fastweb.com/college-scholarships/scholarships/94890-ralph-johnson-bunche-distinguished-graduate-scholarship,Ralph Johnson Bunche Distinguished Graduate Scholarship,"Rutgers University, Newark, School of Law","$15,000",Varies,"The Ralph Johnson Bunche Distinguished Graduate Scholarship is available to full-time entering students at Rutgers University, School of Law, Newark.  You must have a substantial educational background or demonstrate a cultural disadvantage to be eligible for this award."
http://www.fastweb.com/college-scholarships/scholarships/41277-diversity-advancement-program-scholarship,Diversity Advancement Program Scholarship,"Rutgers University, Edward J. Bloustein School","$15,000",Varies,"The Diversity Advancement Program Scholarship is open to graduate students at Rutgers University, Edward J. Bloustein School of Planning and Public Policy who are from underrepresented populations."
http://www.fastweb.com/college-scholarships/scholarships/69945-walter-n-ridley-scholarship,Walter N. Ridley Scholarship,Walter N. Ridley Fund,"$12,500",Varies,The Walter N. Ridley Scholarship is available to African-American students at the University of Virginia.
http://www.fastweb.com/college-scholarships/scholarships/49357-george-washington-carver-scholarship,George Washington Carver Scholarship,Simpson College,"$15,000",Varies,The George Washington Carver Scholarship is open to entering freshmen and transfer students at Simpson College who have distinctive and broadly diverse backgrounds.
